,region,birth_year,age,avg,var
625,south south,2004,1,0.14517692906774532,5.516892024958179e-05
626,south south,2004,2,0.13660454596698263,3.2143054102306904e-05
627,south south,2004,3,0.11656504003938112,2.179952386454481e-05
628,south south,2004,4,0.09143838120149698,1.9206505917508938e-05
629,south south,2004,5,0.06629050244116258,1.4575864951007375e-05
630,south south,2004,6,0.045443167325150184,8.933252835528315e-06
631,south south,2004,7,0.030638510116835056,4.869214424859934e-06
632,south south,2004,8,0.021524496796343526,2.744686242087387e-06
633,south south,2004,9,0.01607196081358102,1.7116558022514113e-06
634,south south,2004,10,0.012928245325617342,1.1847141892653839e-06
635,south south,2004,11,0.01129690789473002,9.67810543317397e-07
636,south south,2004,12,0.010624681846629768,8.827279485140598e-07
